text,author,likes,replyCount,cleaned_text
"If you guys enjoyed this video, please consider supporting me on Patreon: https://patreon.com/MegaLagIf you have any inside information about PayPal Honey or believe you can contribute to this story, please feel free to contact me confidentially at megalagtips@proton.me",@MegaLag,23905,539,if you guys enjoyed this video please consider supporting me on patreon  you have any inside information about paypal honey or believe you can contribute to this story please feel free to contact me confidentially at megalagtipsprotonme
Cannot trust those guys on the thumbnail?,@logic8673,0,0,cannot trust those guys on the thumbnail
I like that the influencers got f***ed to when they advertise that sh*** 😂,@PeterJung-cx1ib,0,0,i like that the influencers got fed to when they advertise that sh face_with_tears_of_joy
This is straight up evil. I knew Paypal is  no good. The moment I registered there my data was sold. I receoved phishing mails and calls DAILY. This company is EVIL,@filsc,0,0,this is straight up evil i knew paypal is  no good the moment i registered there my data was sold i receoved phishing mails and calls daily this company is evil
Its not their fault tho they didnt know,@TeumuTemara,0,0,its not their fault tho they didnt know
19:34 it's a protection racket 😮,@Epinardscaramel,0,0, its a protection racket face_with_open_mouth
Still waiting for part 2...,@K2MusicKSquare,4,0,still waiting for part 
So? Are you gonna drop a second part or just disappear?,@narwhal9852,2,0,so are you gonna drop a second part or just disappear
Markiplier was right and is still right,@vector6052,0,0,markiplier was right and is still right
This now begs the question of where did Honey get these Coupons then?,@dondigao1057,0,0,this now begs the question of where did honey get these coupons then
"Awesome investing! I never installed Honey, but I use PayPal all the time for purchases. I'm so mad at them now for this, I'm going to stop using them unless there is no other way. Thank you for opening my eyes!",@teriwelshanscp3528,1,0,awesome investing i never installed honey but i use paypal all the time for purchases im so mad at them now for this im going to stop using them unless there is no other way thank you for opening my eyes
how else you expect them to make money?,@gart6306,0,0,how else you expect them to make money
How many people are here because of what Markiplier said,@scourgemalje5926,0,0,how many people are here because of what markiplier said
I FVCKING LOVE BLUE FLAGS,@HiveCraft2x,0,0,i fvcking love blue flags
The video is soooo satisfying that I can't help coming back to watch it again and again since it came out.,@Sop7anaAllah,0,0,the video is soooo satisfying that i cant help coming back to watch it again and again since it came out
"I think you are off base about ltt man, why single them out and none of the other creators?  LTT response to your video really shows you missed the mark. I think you should issue a retraction and an apology.",@RobertKirkpatrick84,0,0,i think you are off base about ltt man why single them out and none of the other creators  ltt response to your video really shows you missed the mark i think you should issue a retraction and an apology
Bro drop the second part.,@TheDUDERX,3,0,bro drop the second part
WTF!! THIS IS CRAZYYY!! SCAMERZZZ Thank u for this infooo Geniuswhen is part2???,@joelleedde,1,0,wtf this is crazyyy scamerzzz thank u for this infooo geniuswhen is part
Oh i just discovered that LTT and MrWhosetheboss got 'infected' with the scam too... Now im sad.,@VoidTheGamer_Roblox,0,0,oh i just discovered that ltt and mrwhosetheboss got infected with the scam too now im sad
"3pt investigation, goes missing for a month after pt1 is posted.... one has to wonder, did big honey silence Mr. Lag",@cressthunderhawk1492,3,0,pt investigation goes missing for a month after pt is posted one has to wonder did big honey silence mr lag
"The fact that @linus cant identify n reframe this to wake the customers up, its just too bad",@MrPingping168,1,0,the fact that linus cant identify n reframe this to wake the customers up its just too bad
The Villager News at coordinates (4:2) at 1:32,@Yellowbob1,0,0,the villager news at coordinates  at 
Shoutout to markiplier for calling this out 5 years ago when everybody was calling him crazy for it.,@trevorrasbury5903,1,0,shoutout to markiplier for calling this out  years ago when everybody was calling him crazy for it
Raise your hand if you predicted Honey was a scam ✋,@louis7707,0,0,raise your hand if you predicted honey was a scam raised_hand
Honey comes through for me on occasion. Of course i heard about it back when we had commercials on tv not from some jag off gen zers tiktok,@Analwreckage,0,0,honey comes through for me on occasion of course i heard about it back when we had commercials on tv not from some jag off gen zers tiktok
Marques  stole your video AND thumbnail @MegaLag,@Cookiethebestwithapaw,2,0,marques  stole your video and thumbnail megalag
Every time I see a pop up I automatically think computer virus so I never click on it or I don't buy anything from that page at all.,@dirkdiggler2430,0,0,every time i see a pop up i automatically think computer virus so i never click on it or i dont buy anything from that page at all
Tried once found 0 coupons and deleted that mf real quick 😂😂,@longvo11,2,0,tried once found  coupons and deleted that mf real quick face_with_tears_of_joyface_with_tears_of_joy
