text,author,likes,replyCount
"Hope you enjoyed the video! Come join my Discord community to know about everything I have going on! http://legundo.com/discord
Also, if you liked the Origins action, why not check out Dominion? I think you'd love it! https://www.youtube.com/playlist?list=PLLavWUZqqCCgsxOsmV87dB7Bgq6D36ACb
Get the modpack: https://www.curseforge.com/minecraft/modpacks/the-100-days-multiverse-origins",@Legundo,290,22
at 3:26 i tought you would die,@Aresbello10,0,0
29:01 Midget Jesus,@timelesspoultry8849,0,0
"7:40 ""FEATHER FALLING VI!!!""",@InfernalisVentros,2,0
The video ended at min 18,@younesber8226,0,0
hi👍🏻💜it👌🏻,@yvonnegreen9336,1,0
13:28 dude i almost spilled hot tea all over myself 😂,@willow4895,1,0
This is such a good video. I'm honestly obsessed with Legundo's 100 days,@brunatendrich5213,1,0
Day 16 doesnt exists in my opinion,@tammytours9177,1,0
"Started playing this modpack today, chose enderman, it's super fun except for when it rains 😂",@laurawolfsong3607,1,0
the amount of ads on this video is insane…,@sknk.hunt42,1,0
12:56 saying his food is running out he ain’t saw the field of grown crops 🤣🤣sure sure,@Kiuuby_420,1,0
,@persephonemontague,1,0
3 netherite ingots you say?,@hecklingheck9188,1,0
The white end is kinda scary 😱,@elireha2183,1,0
"I’m so happy you got to play as a tiny origin! I primarily play a Kelperet (like a tiny merling), and I LOVE it. Having tiny hideouts in my builds where my sister can’t go is so fun. I do wish I could climb blocks… or swim :b",@theseawriter,1,0
"imagine if, because the pilligers love you, when the bloodmoon happened and they all just fought the mobs with you. that would have been so cool.",@kendrickstreetman3328,1,0
Using a deeper ocean mod plus ocean exploration mods are so nice for fish type origins,@judeharmon3262,1,0
I'm sorry what? 💀 1:04:18,@LemonLovingLoser,0,0
Day 1 was the start of,@randompersonwithaname2184,1,0
13:29 wtf man 😭🙏 wasn't prepared for that,@DEXTRO-STRIKE,0,0
"What if you and your friends do the 7 days before Purge, but with the Origin Mod. That would be so fun😊",@ladyyulablooming4234,1,0
11:25  if you are a blaze why you can't fly?,@am-avi,1,0
lol bro predicted day 16,@Sim_reality,0,2
1:06:16 your trident is in you’re inventory right above your sword,@Jonathan-gt8nd,1,0
Sponges can be instantly dried if you place them in the nether if I remember correctly,@roastedbrenden614,0,0
"24:45 one of three, right here 😅",@BaddHabytzz,1,1
"""Oh! Its behind me! It teleported! SpAcE wHaLe!"" Legundo, 2022",@AvocadoEverything-l5y,2,0
"I'm not gonna lie, Legs jumping off the tower on day 23 terrified me! 😂",@AvocadoEverything-l5y,1,0
"""WOO!"" -Legundo 2022 😂",@AvocadoEverything-l5y,1,0
Ok i know its been like 2 yrs but why are they(mobs of minecraft)attacking you? Because i also play origin mod and used the ender origin and i dont get attack unless i attack first.....,@Vormus_blitz,6,0
"Lol, the fire block update at 15:18 xD",@DRAGON-rf1jp,2,0
The way I Squealed at the mention of Eragon!!! I LOVE those books!!!,@BloodWolfDragon,2,0
