text,author,likes,replyCount
Pippin mistake tuened our great in the whole scheme because of ... plot armor,@mHysteresis,0,0
F pippin,@santovelaga,0,0
Didn't he also light the first beacon of Minas Tiirith?,@matthews5486,0,0
"If he didn’t awaken the balrog, gandalf would not have died and subsequently came back even more powerful and wise",@atinofspam3433,0,0
Yep. Like Artoo was the real hero of A New Hope and Jar Jar Binks was the real hero of The Phantom Menace.,@warrendietzel1953,0,0
"For all intensive purposes Merry and Pippin are decoys for Frodo and Sam, intentional or not.  Sauron knew of the hobbits but would not have suspected.that there were four in the company.  That would have been foolish in his eyes.",@cspringer6832,0,0
"A potential topic related to this:

What might have happened if Gandalf had not fought and defeated the Balrog when he did?",@steelytemplar,0,0
"@4:40 Gimli ""That still only counts as one!""",@vurogj,0,0
"per Napoleon, don't tell me how brilliant a general is, rather, is he lucky?",@joechang8696,0,0
"Hard to judge pippin because everything including pippin is part of eru's grand plans, even if its just as a scapegoat of sorts. Though if we did judge him yeah he contributed the least, but that doesnt mean he doesnt deserve to be part of the fellowship.",@yuridc1780,0,0
He also shared his extra pipe with Gimli at Isengard.,@JasonAWilliams-IS,0,0
Pippin singing was my favorite part of the films. So there....,@forceghostburtreynolds,0,0
"It's also worth mentioning that, unlike in the movie with a bucket and stuff being dragged down in a massive clashing clatter that immediate brings the horde down on the Fellowship, Pippin dropping a rock down a hole, while it does seem to rouse the orcs, only produced some hammer-signals at the time. This occurred days before the mad flight out of the mines; it's likely that, at the time, Pippin's rock was dismissed as just a crumbling bit of stone that fell into the water on its own. While this may have made the orcs a bit more alert, it was not, by itself, the reason that the Fellowship was waylaid or the reason that Gandalf ""died."" It's likely that the orcs nearer the east gate were put on alert by this, though, and caught wind of the Fellowship as they neared the Chamber of Mazarbul.",@OneTrueNobody,0,0
Well the Ents were marching regardless of Pippin. Thats a movie only plot point,@bretcolebi1305,0,0
I firmly believe even Tolkien would have enjoyed your videos!,@brianlonjak9424,0,0
"OK i haven’t watched yet but im so very excited because pippin is pretty high up in my list of favorite characters and im mad about how bad of a rap he gets. 

Dude’s a kid, yet an excellent survivalist, extremely intelligent, brave beyond measure, and at the end of it all he takes on a fucking troll (the one Aragorn fights in the movies) and comes out on top!

The greatest fool in the whole of middle earth

Edit: you seem to be going through chronologically so I just want to point out that shortly after escaping into fangorn: Pippin ends up taking charge of navigation and survival, and does a damn good job at that.",@Elemental-Phoenix,0,0
"OK i haven’t watched yet but im so very excited because pippin is pretty high up in my list of favorite characters and im mad about how bad of a rap he gets. 

Dude’s a kid, yet an excellent survivalist, extremely intelligent, brave beyond measure, and at the end of it all he takes on a fucking troll (the one Aragorn fights in the movies) and comes out on top!

The greatest fool in the whole of middle earth",@Elemental-Phoenix,0,0
Why are some of your videos being re-uploaded. Just curious,@Nate-Dog,0,0
"I tell my wife all the time, forget movie Pippen, book pippen might be the most important character to the outcome of the story. Its debatable because everything everyone does is so important, but pip really shines, especially during the return of the king part of the story.",@joshuaeason3426,0,0
Piipin is actually Eru Ilúvatar having some fun while saving creation,@tho3maxi,0,0
A fitting tribute to a humble hero.,@HylanderSB,0,0
All of them saved M E. each one had their own part.,@ronnie-z4e,0,0
"Sauron likely noticed that Saruman wasn't making his daily appearances which fed his suspicions. Pippin looking into the Isengard Palantir made Sauron think that Saruman had captured the Ring and was holding out on him. He diverted precious resources towards Isengard leaving his border more porous. Then Aragorn looking into the same Palantir caused him to believe the heir of Elendil had captured Isengard, defeated Saruman and had the ring in his possession. Sauron mustered his forces for the final strike for he believed that the Ring was going to be used against him and wanted those resources ready to spill out onto the battlefield at the Black Gates as happened in the last confrontation. He would have done it, so he assumed that they would. Thus all of his eyes were looking outside, not inside. And when the tiny army appeared, he was convinced!",@richardheeth6218,0,0
That fool of a Took?,@robertcooper4935,0,0
"If you read the passages carefully, Pippin is moved by a sudden impulse, almost compelled to mess with the well in Moria. Same with touching the palantir. Perhaps these urges could have been gentle nudges by Eru, small touches to set the plot in motion?  Pippin plays the important Jungian archetypal role of The Fool, and although seemingly reckless, he represents success through failure, and his potential often drives the Destiny of the fellowship forward.",@evad997,1,0
"When he arrives in Minas Tirith, Beregond calls him an old campaigner because he asks for food above all else. As you say, Tolkien grew him through the pages.",@crispycrisp3731,0,0
